id,meaning_id,lemma,morphology,ipa,definition
4222,1,хибзиб // // либзиб // тибзиб // чiибзиб нареч. такой,какой есть,xibzib // // libzib // tibzib // tʃiibzib naretʃ. takoj,"то, что есть (внизу // рядом // там // вверху); кьумудлиб хибзиб беквида съели то, что было на столе."
4223,1,хи,"-лдил, -лла",xi,"-бе; 1) химия (учебный предмет); химиялла дарс урок химии; химиялла учитIил учитель по химии; нисси химиялла дурссе диккул дихвада нам нравились уроки по химии; нусса дучIуммутил химиялла учитIил иштIан Исмяил вихве когда мы учились, учителем химии был Исмаил из с. Ашты; 2) с ударением на букву «я», ювел. сплав металла нейзильбер (сплав меди, никеля, цинка. Технология его получения была освоена кубачинцами в 1930-е годы); химиялла бутIналла иже пояс из деталей, отлитых из нейзильбера; бахъубас асси либакква вахтла, химиялла гьаттиччибжуд хьацIла гIяче дикьул бужиб саб гIюгъбугла устабаддил когда было трудно с серебром, кубачинские мастера изготавливали гравированные с чернью изделия из нейзильбера; артиллид дакьибжуд  (1930-ибил дусмажид) ваенвидла ижме химиялла дужиб сад «военвидовские» пояса, изготовленные мастерами артели  (в 1930-е годы), были из нейзильбера."
4224,1,хина,"-лдил, -лла",xina,ед.; 1) красящее растение; хиналла мякь корень красящего растения; 2) краска; гъис хиналдил дачи покрасить хной волосы.
4225,1,хиркла,"-лдил, -лла",xirkla,"ххиркне; инструмент для обработки шкур, овчинки; хиркла се бихвайил уцIрила устабадди бакIу что за инструмент «хиркла» знают ицаринские мастера."
4226,1,хих/бакь-и,"-ай, -иб, -ибзиб, -а",xix/baƛ-i,"уст., сов. отвести назад, попятить, подать назад (бычью упряжь и т.д.); усе гьилада хихдакьи подать быков (упряжь) назад. || несов. хихбикьи."
4227,1,хих/бикь-и,"-и, -ул, -узиб, -а",xix/biƛ-i,"уст., несов. отводить назад, пятить, подавать назад (бычью упряжь и т.д.); усе гьилада хихдикьи бусса ухад научился подавать упряжь быков назад. || сов. хихбакьи."
4228,1,хиял,"-лидил, -ла",xijal,"-те; уст. мечта, грёзы, надежда; дила хиял либде хъулбе дакьи у меня была моя мечта построить дом. ♦ Мискинзивла хиялте дихва, авданзивла – давлуме дарг. посл. у бедняка бывают грезы, у богача – богатства."
4229,1,хиял-кьас,"-лидил, -ла",xijal-ƛas,"-те; уст. влечение, увлечение."
4230,1,худ-е,"-илдил, -илла",xud-e,-а; лёгкое; хъямил худе левое лёгкое; дуликI-худа внутренности (букв. печень с лёгкими); худия дити биккай бицIне дикьуммутил для начинки колбасок надо порубить и лёгкие.
4231,1,хумар/зи-б,-й,xumar/zi-b,"/жуб, /жуд), печальный, грустный; хумарзиб укIе печальное сердце (плохое настроение)."
4232,1,хумарре,"печально, грустно",xumarre,"укIе хумарре саб печаль на сердце (букв. сердце печально); дич гьисдакьитте ччавалла хумарре чисулгьан когда перепьешь, утром просыпаешься в хмуром состоянии."
4233,1,хункар,"-ридил, -ра",xunkar,"-те; деспот, властитель; правитель, паша; талал дагъистанна ула уччиб хункар-пашала хIюрмат хвалле бужиб сабе раньше авторитет турецкого паши среди дагестанцев был высок. Хункар патишагь фольк. турецкий паша."
4234,1,хуп,"-ай, -иб, -ибзиб, -а",xup,"звукоп.; сов. хлебнуть, выпить, глотнуть; дуцIежуд чяй хупIдакьиб дуччу горячий чай пьют глотками; хупIбакьи ваш разг. пойдем выпить (хлебнуть спиртное). || несов. хупIбикьи."
4235,2,хуп,"-и, -ул, -узиб, -а",xup,"звукоп., несов. хлебать глотками (воду, чай); аттадил дуцIежуд чяй хупIдикьул дуччулде отец хлебал горячий чай глотками. || сов. хупIбакьи."
4236,3,хуп,/юкIи,xup,"мн. I-II (/укIи, /юкIи; /дукIи), -е, -ул, -узи, -е; звукоп., сов. и несов. вбирать, потягивать, втягивать, всасывать (со звуком); къачча шинна шяхъвлил хупIбукIул буччулде теленок пил из родничка потягивая воду (со звуком)."
4237,1,хурда/зи-б,"мелочный, мелкий",xurda/zi-b,хурдазиб ас мелочь.  Хурда ас монетная мелочь (букв. мелочные деньги).
4238,1,хурег,"-лидил, -ла",xureg,"-те; пища, еда; биццизиб хурег вкусная еда.  Хурегйа, палтарйа чинадкIал дажихъехъу дарг. пог. и еда, и одежда нигде не становятся в тягость."
4239,1,хурка,"-лдил, -лла",xurka,хуркне; рашпиль (напильник по дереву); хуркалццила ххиржанна хьайкьване чибилчид напильником обточил нижнюю часть кинжала (обкладки ножен клинка).
4240,1,хурма,"-лдил, -лла, ед. и мн.",xurma,"хурма́ (дерево, плоды); хурмалла ттутта хурма́ (дерево)."
4241,1,хурум,"-лидил, -ла",xurum,ед.; хром (сорт обработанной мягкой кожи); хурумла чакма хромовые сапоги.
4242,1,хух/табдагъ-и(й) // хухтабидагъи(й) iii (мн. /таттагъи),"-ай, -иб, -ибзиб, -а",xux/tabdaʁ-i(j) // xuxtabidaʁi(j) iii (mn. /tattaʁi),сов. задвинуть; уццалла табакIала хухтабдагъи задвинуть засов дверей. || несов. хухтабдигъи.
4243,1,хух/табдигъ-и(й) // хухтабидигъи(й) iii (мн. хухтаттигъи),"-и, -ул, -узиб, -а",xux/tabdiʁ-i(j) // xuxtabidiʁi(j) iii (mn. xuxtattiʁi),несов. задвигать; хъилигне садякьяхъи дуччили уццалла табакIала хухтабдигъи биккай чтобы обезопаситься от воров на ночь надо задвигать засов двери. || сов. хухтабдагъи.
4244,1,хуху,"-лдил, -ла",xuxu,"-бе; старуха, старая женщина; хухула буне считанные дни (букв. дни старухи)."
4245,1,хушкелде,,xuʃkelde,
4246,1,хушкелди/вакь-и,"-ай, -иб, -ибзиб, -а",xuʃkeldi/vaƛ-i,"/бакьи), -ай, -иб, -ибзиб, -а; сов. дружески встретить. || несов. хушкелдивикьи."
4247,1,хушкелди/викь-и,"), -и, -ул, -узиб, -а",xuʃkeldi/viƛ-i,"/бикьи,), -и, -ул, -узиб, -а; несов. дружески встречать. || сов. хушкелдивакьи"
4248,1,ххала,"-ллазиб, -лла",xxala,ед.; вязанка; мурчIалла ххала вязанка прутьев (хворостин).
4249,1,хх,"-лдил, -лла",xx,ххалкне; головня; цIалла ххалкка головня.
4250,2,хх,"-лидил, -ла",xx,-е; катыш на ткани; масижибзиб халч катыш на ткани.
4251,3,хх,"-лидил, -ла",xx,-ед.; кулин. халч (традиционное блюдо в виде комков теста из подслащенной жаренной муки); дикIамутил абадил нисси ххалч бикьай в детстве мать готовила для нас комки теста из подслащенной жаренной муки.
4252,1,ххамха,"-лдил, -лла",xxamxa,"хумхне; 1) тело, туловище; хвалазиб ххамхалла вагь крупный (телом) человек; ххамххалла кип гIяхле асаб плохо чувствую (букв. состояние тела неважное); беччиблихьая, ххамхалла кип садякьин хоть выпил, удовольствие не получил (букв. не пришло удовольствие); 2) туша; базарижиб билхунзиб квалла ххамха ассад на базаре купил тушу забитого барана; инсанна ххамхалла ликне ушккулла биалугиялла кабинетлид чIид в биологическом кабинете школы есть скелет человека.  Ххамххалла ликне скелет. Ххамхха бусиб саб нар. плохо чувствую (букв. тело сковано). Лаззатла хамхха фольк. сладкое тело."
4253,1,ххамха-бик,"-лидил, -ла",xxamxa-bik,"ххамха-бучче; тело, телеса, туша (букв. тело-голова); ххамха-бикI аразив адаме здоровый человек (букв. человек со здоровым телом и головой)."
4254,1,ххапле,"неожиданно, вдруг",xxaple,ххапле чисакъибзиб ряхIмат неожиданно пролившийся ливень; ххапле агъ зябухе неожиданно испортилась погода.
4255,1,ххарабат,"-лидил, -ла",xxarabat,"-те; 1) проститутка, женщина лёгкого поведения, распутница; чийичIибзий ххарабат известная проститутка; 2)  перен., руг. отвратительный, дряной; ххарабат дуна дряной мир (время); харабат адаме дряной мужчина, распутник. Гягурра ххарабат фольк. негодница."
4256,1,ххарабатдихь,"-лидил, -ла, ххарабатдишше",xxarabatdix,"распутность, распутство."
4257,1,ххарч/би,/йицци,xxartʃ/bi,"мн. I-II (/вицци, /йицци; /дицци), -и, -ул, -узиб, -и; несов. дружно вскакивать, вставать, подниматься; мугIяллим винсавхъуммутил бучIунжуб харчбиццу когда заходит учитель (в класс), учащиеся дружно встают. || сов. ххарчбицци."
4258,1,ххарч/бицц-и,/йицци,xxartʃ/bitsts-i,"мн. I-II (/вицци, /йицци; /дицци), -и, -ул, -узиб, -и; сов. дружно вскочить, встать, подняться; мугIяллим винсавхъуммале бучIунжуб ххарчбицци как зашел учитель, учащиеся дружно  встали. || несов. ххарчбӣцци."
4259,1,ххарчле,поднявшись (быстро),xxartʃle,"бушшанал ххарчле ахъиццул палтар чахи вевидище вскочив с постели, (он) начал одеваться."
4260,4,хх,/йичи,xx,"мн. I-II (/вичи, /йичи; /дичи), -е, -иб, -ибзиб, -е; сов. поискать в темноте, нащупать, пошарить; цIябгълихьали, ххаххамвичиб хъалла уцца даккад хотя было темно, пошарив нашел дверь комнаты. || несов. ххаххамбӣчи."
4261,1,ххаххам,"-лидил, -ла",xxaxxam,"-те; ощупывание, проверка на ощупь; няхъла ххаххам проверка на ощупь рукой; хъилигве денилла кисан ххаххамвикуммутил усай вора поймали, когда он шарил в карманах соседа."
4262,1,ххаххам/бакь-и,/йакьи,xxaxxam/baƛ-i,"мн. I-II (/вакьи, /йакьи; /дакьи), -ай, -иб, - ибзиб, -а; сов. прощупать, обыскать, пошарить; палицциялдил хъилигве ххаххамвакьай полицейские обыскали вора. || несов. ххаххамбикьи."
4263,1,ххаххам/бикь-и,"/йикьи, /дикьи), -и, -ул, -узиб, -а",xxaxxam/biƛ-i,"мн. I-II (/викьи, /йикьи, /дикьи), -и, -ул, -узиб, -а; проверять, прощупывать, обыскивать; палицциялли сасамутил уй ххаххамбикьи ихтияр тиб у полицейских есть право иногда обыскивать (подозрительных) людей. || несов. ххаххамбакьи."
4264,1,ххве,"-лдил, -лла",xxve,"ххуде; собака, пёс; дукрушла ххве отарная собака (букв. собака пастуха); хвудалла акьв свора собак; ххвилла хIяп собачий лай; бицI бусу ххве волкодав. Ххве-сулбар  ювел. инструмент, расширитель отверстий (букв. собака-зубастая). Ххвил букакан жарг. деньги (букв. не съедаемый собакой). Ххвили  ликкадикьле  бичибзиб случайно повезло (букв. перепало как кость собаке). Балххун ххве чибдулхъан погов. вскормленная собака нападает (ср. с русск. пригрел змею на груди). Ххвили хIяпдикьле хъумуту погов. (он) забывает, как собака лай. Ххвилла диг багьал бичибзиб погов. доставшееся за бесценок (букв. доставшееся по цене собачьего мяса).  ♦Билкъун хъалла ккуш ххве погов. в сытом доме голодная собака (о жадном человеке).  Ххвилдил синна вагьйа, ва салте уййа тиксабикьу дарг. погов. собака различает своего хозяина и чужака. Ххве цIакьзивли хIяпбукIай, ухккузив усу дарг. погов. собака лает на сильного, а трусливого кусает. БицIла духIю ххве агага дарг. погов. из волчонка не вырастет собака."
4265,1,ххиусул,"-лидил, -ла",xxiusul,"ед.; липа (дерево, материал); ххиусулла ттутта липовое дерево.  Микв - циххинни, ххиусул – духьбадди примет. дуб – для бревна (матицы, несущей балки), липа – для балок."
4266,1,ххир,"-ридил, -ра",xxir,ед.; звукоп. хриплый гортанный звук; ххирра тIамне гортанные звуки.
4267,1,ххир/бук,"мн. I-II (/укIи, /юкIи",xxir/buk,"/дукIи), -е, -ул, -узиб, -е; звукоп., сов. и несов. хрипеть, издавать хриплые гортанные звуки; укIе-михъай иццузив инсан ххирукIулде человек с больными легкими хрипел."
4268,1,ххиржан,"-нидил, -на",xxirʒan,"-те; кинжал, обоюдоострое колющее оружие с коротким клинком; къазахъ ххиржан казацкий кинжал; битав ххиржан кинжал, оправленный в серебро целиком; бутIналла ххиржан кинжал из кусков-накладок (на ножнах); асла ххиржан кинжал в серебряной оправе; мутил бишшиб ххиржан кинжал с насечкой золотом; мутилла ххиржан кинжал в ножнах из золота; магьилла ххиржан кинжал с вставками слоновой кости (или целиком из слоновой кости); мерхурра ххиржан кинжал в оправе из мельхиора; луссин чикаттишшибзиб ххиржан кинжал с накладками филиграни; къара ххиржан черный кинжал (простой кинжал с роговой ручкой и без украшений); хвала ххиржан кинжал больших размеров (60 см.); бикIелталла ххиржан кинжал малых размеров (40 см.); иже-ххиржан букв. пояс и ремень (комплект украшений для мужского костюма); талалла ххиржан старинный кинжал; матIушка ххиржан детский кинжал (сувенир); кьул лухунзиб ххиржан кинжал для того, чтобы резать скот;  ххиржанна тия клинок кинжала; ххиржанна къалип штамп для изготовления (ножен, ручки) кинжала. ♦ Гулалла ххиржанте каттикьуб обряд. игра молодые (неженатые) кинжалы сняли. ♦ Ххиржанне кьиттабакьибжуб, ккуцлидил санникабата дарг. погов. тех, кого поссорил кинжал, помирит хинкал (т.е. совместная трапеза – ключ к примирению)."
4269,5,хх,"-илдил, -илла",xx,"-ибе; мастер по кинжалам, кинжальщик; НикIалай вахтижиб гIюгъябажиб ххял ххиржанчибе бикьул либле бужиб саб в дореволюционную эпоху (Николаевское время) в Кубачи работало много кинжальщиков."
4270,1,ххулжин,"-нидил, -на",xxulʒin,"мн.; хурджун, чересседельная сума, перемётная сума, вытканная из шерстяной пряжи или сшитая из ткани; учила ххулжин хурджуны для лошади; тIултIаддил дицIибжуб ххулжин полный хлеба хурджуны. Ххюлла ххулжин дицIи биккай нар. надо наполнить хурджуны гостя (гостя надо провожать щедро).Дакв дуттибжуд хулжин фольк. дырявая сумка (букв. переметная сумка с порванной подкладкой)."
4271,6,хх,"-лдил, -лла",xx,ххумне; глубокая чаша; тIялхIянна ххума керамическая чаша; ккачIла ххума фарфоровая чаша.
4272,1,ххурк,"-лидил, -ла",xxurk,"ед.; звукоп. храп, храпение; гастиниццалиб денилла ххурклидил усси ухахад в гостинице из-за храпа соседа не мог уснуть."
4273,1,ххурк/ук,/дукIи),xxurk/uk,"/букIи, /дукIи); -ай, -ул, -узив, -е; храпеть, издавать во время сна хриплые, сопящие звуки; ххуркукIул уссунзив спящий с храпом; адаме ххуркукIул, ду юсси юхахад из-за храпа мужа не смогла заснуть (слова жены)."
4274,7,хх,"-нидил, -на",xx,ххуркбукIанте; храпун; дуччили ххуркукIан валвикмекаб са хъилив не дай спать с храпуном в одной комнате.
4275,8,хх,"-алдил, -лла",xx,агвне; платье на кокетке (букв. даргинское платье); денилдил юссили ххюл-агва бахи соседка сшила для дочери даргинское платье; гьилалцциб ххюл агвналла пурма агул саб в последнее время даргинские платья вошли в моду.
4276,9,хх,"-лидил, -ла",xx,"-е; 1) кунак, гость; аттала ххюл гость отца; хIюрматла ххюл уважаемый гость; сса дишшу ххюле сякьин вчера ко мне пришли гости; 1) позднее даргинец (даргинцы - один из дагестанских народов). Ххюл гъай даргинская речь. Ххюл агва платье на кокетке (букв. даргинское платье). Ххюлла уче либалле, гIяххе бакьа погов. сделай (нужные по дому) дела, пока конь кунака у тебя в хлеву (о случаях, когда хозяин безлошадный)."
4277,10,хх,"-лидил, -ла",xx,"ххюлдишше; гостеприимство, куначество; атталатнаддил ххюлдишше гьакал кьиматла дикьул бужиб саб предки высоко ценили гостеприимство и куначество."
4278,11,хх,"-аддил, -алла",xx,"ххюппе; кладбище; ниссила шшилла алав веда ххюппе лиджуд сад, букIул бихва говорят,  вокруг нашего села есть семь кладбищ; ххюппадди айчивицци бажизиб саб надо следить за кладбищами. Ххюппалла куц хIясибле шшилла даража булхIи ага погов. по состоянию кладбищ можно узнать характер сельчан.  Ккуш ххюппе топон. кладбище умерших во время голода (букв. голодное кладбище)."
4279,1,ххя/бихв-и,"-ул, -узиб, -е",xxja/bixv-i,"-е, -ул, -узиб, -е; несов. увеличиваться, множиться; гьилал вахтижиб шшимаццид хIяванте ххядухуб сад в последнее время скота в селах стало больше. || сов. ххябухи."
4280,1,ххя/бух-и,"-уб, -убзиб, -е",xxja/bux-i,"-е, -уб, -убзиб, -е; сов. увеличиться, умножиться; кIвиял переписталла уччиб ниссила шшанте ххябухуб саб между двумя переписями число жителей нашего села увеличилось. || несов. ххябихви."
4281,1,хiюнц/ци-б // хiюнцiзиб (-в,-й,xijunts/tsi-b // xijuntsizib (-v,/жуб) глухой; викIамутилал хIюнццив глухой с детства.
4282,1,хiяван // хiяйван,"-нидил, -на",xijavan // xijajvan,"-те; 1) животное, скотина; хвала хIяванте крупный рогатый скот; хIяван шинне баххи напоить животное водой; 2) перен. дурачина, неумный, глупый человек; киццузив хIяванде у ты дурачина."
4283,1,хiязли // хiязле нареч. нарочно,"для забавы, для развлечения",xijazli // xijazle naretʃ. narotʃno,хIязле гьаад  сказал нарочно; хIязли къинназиб задача бакьи чикехвид для развлечения стал решать трудную задачу.
4284,1,хiяликкуц // хiялуккуц,"-лидил, -ла",xijalikkuts // xijalukkuts,"-е; традиционное чуду, вареники, пироги, пельмени; духъилла хIяликкуцце яичные вареники, ниссалла хIяликкуц пирог с творогом; къабахъла хIяликкуц пирог с тыквой; дигла хIяликкуцце мясные пельмени; кьайла хIяликкуцце пироги с травой, тIизралла хIяликкуц чуду с черемшой; мицла хIяликкуц чуду с крапивой; дигла хIяликкуц булкьабикъанниццила пирог с мясом и с «дымоходом» (с отверстием в центре пирога для отвода пара). ХIялуккуц ттаппе фольк., ирон. войлочные сапоги (букв. сапоги, напоминающие пельмен)."
4285,1,хiярям // хiярямзиб 1) рел. запретный,"нечестивый, греховный, неблагодатный, порочный",xijarjam // xijarjamzib 1) rel. zapretnɨj,"хIярям бухилазиб мас богатство, которое не пойдет на пользу; хIярям бакьутте нечестивый поступок; бигIунзиб хIярям бихва ворованное на пользу не идет (неблагодатно)."
4286,1,хiясатдихь // хiюсутдихь,"-лидил, -ла",xijasatdix // xijusutdix,хIясатдишше; ревность; хьунуллиже хIясатдишше ревность к жене; адамилже хIясатдишше ревность к мужу.
4287,1,хiяхъул // хiяхъваллай,"-лидил, -ла",xijaqul // xijaqvallaj,-те; лопух; хIяхъулла кIапне листья лопуха.
4288,1,хъа,"-лдил, -лла",qa,ед. и мн.; горох (растение и зёрна); хъалла негъ гороховый суп; хъалла хъу гороховое поле; хъа дилшши сварить горох.
4289,1,хъаба,"-лдил, -лла",qaba,хъабне; кувшин; жбан (с крышкой); ккачIла хъаба фарфоровый кувшин; тIялхIянна хъаба керамический кувшин; хъабалид ниг сакъай принёс молоко в кувшине.
4290,1,хъабазаг,"-лидил, -ла",qabazag,-те; дыня; мидизиб хъабазаг сладкая дыня; хъабазагла симишка семечки дыни.
4291,1,хъабс/бук,"-е, -ул, -узиб, -е",qabs/buk,"звукоп.,  сов. и несов. хрустеть; хъабсбукIузиб бегъуб тIулутI хрустящий сухой хлеб."
4292,1,хъабсбук,,qabsbuk,
4293,1,хъабц,"-ридил, -ра",qabts,"мн.; звукоп. скрежет, скрежещущий звук; хъабцIарра тIамне звук скрежета; ккамилла  яххасла хъабцIар скрежет цепи (якоря) корабля."
4294,2,хъабц,"-е, -ул, -узиб, -е",qabts,"звукоп.,  сов. и несов. скрежетать;  хъабцIардукIужуд сулбалла тIамне звуки скрежетания зубов."
4295,1,хъагь,"-лидил, -ла",qah,мн.; звукоп. кашель; архикIвналла хъагь кашель с мокротой; вехнилла хъагь простудный кашель; хъагьла тIама звук кашля; хъагьла иццала туберкулез.
4296,1,хъагь/бук,"мн. I-II (/укIи, /юкIи",qah/buk,"/дукIи), -е, -ул, -узиб, -е; сов. и несов. кашлять, раскашливаться (многократное действие); хъагьбукIузиб ччиту кашляющая кошка;   балниццалла палаталиб сикIал хъагьбукIулде в больничной палате все кашляли."
4297,1,хъагь/кабеч,"/кабекIай, -иб, -ибзив, /кабекIа",qah/kabetʃ,"сов. покашлять, раскашляться ( разовое действие); хъагькабечIибмале, михъай ицци кабигул саб как покашляю, начинает болеть грудь. || несов. хъагькабучIи."
4298,1,хъагь/кабуч,"-и, /кабукIул, /кабукIузив, /кабукIа",qah/kabutʃ,"несов. кашлять, раскашливаться ( разовое действие); хъагькабукIуммутил, михъай иццикабигул саб когда начинаю кашлять, болит грудь. || сов. хъагькабечIи."
4299,1,хъае // хъайе  нареч. ввысь,вверх,qae // qaje  naretʃ. vvɨsʲ,наверх; хъайибзиб  хъал  верхняя комната; хъайиба ихы взлететь ввысь; хъае чавхъи подняться наверх; хъае кьякьчигьитIи посмотреть наверх.
4300,1,хъаза,"-лдил, -лла",qaza,ед.; смородина; ряхIмат хъаза черная смородина (букв. смородина ливня); хвала хъаза крыжовник; квягIжуд хъаза культурный сорт смородины (букв. смородина с запахом); хъазалла кампут компот из смородины; хъазалла варина варенье из смородины; хъазалла удре ягоды смородины.
4301,1,хъай,"-лидил, -ла",qaj,"ед.; 1) верх, вершина, верхушка; макушка горы, гребень хребта; хъай шше верхняя часть села (букв. верх села); кьапIалла хъай верх папахи; чIикь хъайив хIярухи жить на самом верху (села и др.); ттутталла хъай верхушка; 2) верх, голенище (обуви); чаханна хъай голенище обуви. Хъай дуттибжуд ттаппе фольк. чересчур изношенная обувь (букв. обувь с изношенным голенищем (лирич. метаф.). Хъай ттаппегьасиб къюхъ фольк. нос величиной в голенище войлочного сапога (лирич. метаф.). ♦ Хъай башшалла топон. самая верхняя часть села."
4302,1,хъай/ахъ-и,"-е, -иб, -ибзив, -е",qaj/aq-i,"сов. 1) отдохнуть (прислонившись), прилечь; ваццуммутил ду хъайахъиб ряхIят вихуд когда устану, я отдыхаю прислонившись (к чему-либо); 2) опереться; хIяссалже хъайахъи опереться на трость; ххялже хъайахъи опереться на забор; 3) довериться, положиться на кого, на что, понадеяться на кого, на что; синна уцце министирриже хъайахъиб уццул сав он действует, положившись на брата- министра; са пинсиялже хъайахъибда  на одну пенсию живу (букв. живу положившись на одну пенсию). || несов. хъайихъи."
4303,1,хъай/бакь-и(й) // хъайчибакь-и(й) iii,"мн. I-II (/вакьи, /йякьи",qaj/baƛ-i(j) // qajtʃibaƛ-i(j) iii,"/дакьи), -ай, -иб, -ибзив, -а; сов. поручить, вверить; возложить на кого-то, на кого-н.; шшанталла хъайчибакьне общественное поручение; дунуппадди бикIате хъайчибакьада поручили детей соседям (вверили, чтобы следили); саматсиб гIяче хъайчибакьиб сав дамми поручил мне лёгкую работу."
4304,1,хъай/ихъ-и,"-и, -ул, -узив, -е",qaj/iq-i,"несов. прислоняться, опираться, прилечь, приваливаться; ваццилле, хъайихъи биччихъид когда устану, люблю прилечь."
4305,1,хъайахъиб/зи-в,прислонившийся к стене,qajaqib/zi-v,"привалившийся; ласита хъайахъибзив ухъна старик, прислонившийся к стене; 2) доверившийся, положившийся, понадеявшийся на кого-то, на что-то; ил синна юсбалла бикIатажже  хъайахъибзий сай она надеется на внуков (детей своих дочерей)."
4306,1,хъайи-б,-й,qaji-b,"-д)  нареч. на вершине, наверху, вверху; хъайихъал верхняя комната;  хъайиджуд хъулбе верхний дом; ттутталла хъайиб пукьа булхIюн чIибде на вершине дерева было видно гнездо; ду шшилла хъайив хIярвихулда я живу в верхней части села (букв. наверху села)."
4307,1,хъайиб/зи-б,-й,qajib/zi-b,"хъайиджуд), расположенный наверху (вверху); верхний; хъайибзиб кьулла родник, расположенный наверху; хъайибзиб шше верхний аул (аул, расположенный наверху от…). ХЪАЙИКАТТАЛЛА нареч. сверху; с высоты; хъайикатталла чикавхъи  спуститься сверху."
4308,1,хъайла-хъай,"-лидил, -ла",qajla-qaj,"ед.; макушка, самая высь; хъайла-хъае чатухъида поднялись на самую высь."
4309,1,хъайле,подчинённо,qajle,"в зависимости; ид улка нисси хъайле саб эта страна находится в зависимости от нас (от России); 2) на попечении, на иждивении; илже ххял кулпат хъайле саб на его иждивении большая семья."
4310,1,хъайсуна,только верхняя часть,qajsuna,кьапIалла хъайсуна бяссин намок только верх папахи.
4311,1,хъай-хьай/багъ-и,"-ай, -иб, -ибзиб, -а",qaj-xaj/baʁ-i,сов. расспросить; допросить; опросить; сабагъибжуб хъай-хьайбагъи распросить приезжих. || несов. хъай-хьайбигъи.
4312,1,хъай-хьай,"-лидил, -ла",qaj-xaj,"ед.; верх и низ (букв. верх-низ); перен. верхняя и нижняя часть тела; хъай-хьайла вяссун чарсавхе вернулся, промокнув от верха до низа; вибяхъибзиб гьаццайла хъай-хьай диибде верх и низ подпорочного столба сгнили."
4313,1,хъай-хьайакква/зи-б,ни низа,qaj-xajakkva/zi-b,"не имеющий ни верха, ни низа; хъай-хьайакквазиб гIулут палка без (видимого) верха и низа, с равномерной толщиной (применялся при плетении изгороди)."
4314,1,хъай-хьайбигъ-и(й) // хьай-хъай/багъ-и(й)  iii,"-у, -ул, -узиб, -а",qaj-xajbiʁ-i(j) // xaj-qaj/baʁ-i(j)  iii,"несов. расспрашивать; допрашивать; опрашивать; хIяван бидахъале, сикIал шшилла уй хъай-хьайбигъу когда пропадает скот, распрашивают всех сельчан. || сов. хъай-хьайбагъи."
4315,1,хъайчи/бакь-и,"-ай, -иб, -ибзиб, -а",qajtʃi/baƛ-i,"мн. I-II, -ай, -иб, -ибзиб, -а; сов. поручить; маццалла акьв дукрушлиже хъайчибакьада отару овец поручили пасти пастухам; нусса дахьуммутил,  бикIате дупуппаже хъайчибакьада когда мы уезжали, детей поручили соседям. || сов. хъайчибикьи."
4316,1,хъайчи/бикь-и,"-у, -ул, -узиб, -а",qajtʃi/biƛ-i,"мн. I-II,  -у, -ул, -узиб, -а; несов. поручать; шшилцце дахьуммутил, хъулбе дишдумкихъи дунуппаже хъайчибикьида когда уезжаем в село, даем поручение соседям, чтобы следили за нашим домом. || сов. хъайчибакьи."
4317,1,хъайчибакьиб/зи-б,,qajtʃibaƛib/zi-b,"дамми хъайчибакьибзиб гIяче таманбакьад я выполнил работу, порученное мне."
4318,1,хъайшш-е,"-илдил, -лла",qajʃʃ-e,"ед., верхнее село, верхний квартал села; гуле хъайшшилцце гьаттажи дети пошли в верхний квартал села.  Хъайшшиттала верхняя часть села топон. местность в середине села Кубачи."
4319,1,хъал,"-лидил, -лла",qal,"хъулбе; дом, комната; квартира; жилище; хъайихъал (хъай хъал) верхняя комната (в многоэтажном доме); хъалла бакв интерьер, имущество дома; бикIа хъал комнатушка; хъил видагъи дойти до дома; хъилил ттавичи выйти из дома. ♦ Хъал/бумкан угге бот. девясил (букв. дом охраняющий цветок). ♦ Хъалкабикан угге бот. вид цветка (букв. дом разрушающий цветок). ♦ Хвала хъулбе большие дома  (дома, где  в прошлом заседало общественное управление Кубачинского общества). ♦ Тавханна хъал гостевая комната. ♦ Пичла хъал комната с печью. ♦ ХутIналла хъал комната с традиционным интерьером (букв. комната тарелок). ♦ Павла хъал комната с камином. ♦ Ххялла хъал комната со стенами из обмазанной глиной жердяной изгороди. ♦ Ккимхла хъал сеновал; ♦ Хьунналла хъал комната, где собирались женщины для досуга (букв. женщин дом). ♦ Юсбалла хъал комната, где собирались девушки для досуга (букв. девушек дом).  Бицци хъал фольк. согласие в доме, семье (букв. вкусный дом). Вагьла хъал - Багъдад фольк.  дома всегда хорошо (букв. свой дом – город Багдад). Хъал буххагу виихъан шутл. о ребенке малолетнего возраста, хватающего все и вся в доме (букв. тот, из-за которого дом (утварь и др.) надо подвесить к потолку). Хъил букъу къакъа бикIвле абихва погов. что несёшь домой - не бывает тяжелым (букв. несущий домой камень не бывает тяжелым). Хъулбалла гIюмру – нюхъбе погов. жизнь дома – руки. ♦Хъал бухаггу ихъузиб вахт погов. время, когда все, что в комнате, надо вешать к потолку. О доречевом возрасте подвижного ребенка. ♦Хъал  кьуцурилиб, кьуцуре къакълижиб погов. дом в торбе, торба на спине (о бродячем человеке). ♦Хъалла талаб ччитуя ухьтанбихва погов. перед домом и кошка чванится. ♦ Хъал бицI! благоп. чтобы жилище стало полным. ♦ Хъал буг! прокл. чтобы дом обрушился.  Хъал бицIмецIаб, хъу дехъмехъаб, баракат каммабихьаб! прокл. пусть дом будет пуст, не будет урожая, не будет достатка."
